City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Traffic_Volume,Temperature,Humidity,AQI,AQI_Category
Bangalore,2023-01-31,3.9377328588314313,74.38567204986353,34.442378521149564,17.069289182843104,0.5036322639165017,44.8107802055111,1165.8715685798445,13.015953352555035,31.95629970191422,27.50950116850336,Good
Chennai,2023-02-01,48.91410266964375,109.5718998703959,18.916494712320368,16.701918206861283,1.1827246880230182,99.20456073818315,719.0223981269073,44.35585245759955,61.69151089599029,124.56775097617066,Unhealthy for Sensitive Groups
Chennai,2023-02-02,45.38130939582644,115.62158154694254,40.234275009244044,21.26298987958858,0.3916433125259928,96.19491046144665,1331.8694676579908,20.02217370048979,68.70359095124918,129.72457807332998,Unhealthy for Sensitive Groups
Delhi,2023-02-03,63.92412729626837,157.68690926055842,53.53415760679971,11.550995443399207,1.0853088340722663,83.46600056697362,1060.2096082866635,19.52770302390322,48.12203258393415,179.29965634909095,Unhealthy
Bangalore,2023-02-04,86.9791218989069,97.38899519640727,26.383657297796194,18.264422774694047,1.0756920731166613,55.597189151003434,1077.1760263334504,36.82976010978077,48.66959884285487,197.46854574191525,Unhealthy
Kolkata,2023-02-05,72.53130059095514,89.77388949746499,62.78925885462653,19.406380578189307,1.5133068186315355,62.07468547031275,896.6568373742642,24.924087031667856,73.422089447392,188.53988194750107,Unhealthy
Bangalore,2023-02-06,44.62222618890339,85.83152904732007,47.66188132791392,18.558190462652757,1.222781940570949,56.72685487184684,775.175203912908,27.492881183721515,73.44281720685696,127.89292764725286,Unhealthy for Sensitive Groups
Kolkata,2023-02-07,27.869481825166595,69.40501121567935,55.45870878436086,8.394770537582863,1.5117035691399576,88.20599458172094,1101.3298297163803,31.862320992482545,62.933884094181096,90.1842203065218,Moderate
Delhi,2023-02-08,101.46719606499721,90.15451530385073,30.132481692217944,16.19490785816951,1.551720066569447,38.10393983762225,836.4738310013229,36.66866482487997,76.70302581779113,183.40537058113122,Unhealthy
Mumbai,2023-02-09,51.184368680289765,71.13795769582912,52.81787840599924,17.913122368437293,2.277464338691571,39.85500862789488,1545.0266888725314,25.332314454545823,47.3869655641978,144.5744403318563,Unhealthy for Sensitive Groups
Chennai,2023-02-10,50.27858583825893,85.05382928808842,23.620991494070303,15.057427735263536,1.0423516723569377,85.2568646709004,619.2126684270688,40.159616047314394,59.66097624369544,134.10413912579958,Unhealthy for Sensitive Groups
Delhi,2023-02-11,49.517498257799936,119.5279260682388,53.35371251254763,1.6918212669686774,0.7294886496668105,58.89096361221096,1460.8470318564837,10.913601210121556,89.7181640867551,97.37121381602685,Moderate
Chennai,2023-02-12,53.961695215357096,49.803723041610766,42.577590096902966,16.28391699178784,1.3230418076582044,94.4616838863452,966.6043453606597,34.078297895624615,66.02483194909726,144.57252144978995,Unhealthy for Sensitive Groups
Mumbai,2023-02-13,47.11279176152115,114.19635683387136,48.29876829977175,32.70024831517794,0.7988599864302282,43.21219482548636,1089.7257202063317,21.28377953585874,66.89468771880499,127.02764362014004,Unhealthy for Sensitive Groups
Mumbai,2023-02-14,38.526759862395274,119.51345202019596,22.366080915627226,12.119685849944139,1.940980384218268,58.63054099152937,1249.9473299888305,38.97817053286393,99.5891987895161,124.22067843648833,Unhealthy for Sensitive Groups
Delhi,2023-02-15,39.062821175192155,76.45794419026764,26.57395236585093,9.175383217157432,1.0583909805273837,36.93967537890117,810.9252114986691,29.136355830644362,44.00986751226844,129.22022521234365,Unhealthy for Sensitive Groups
Mumbai,2023-02-16,49.34493459568003,16.344353029742166,48.958423273800776,17.986788477691185,0.9172118160630047,60.18406703558918,1259.274515409591,22.61675734392479,76.94645549963165,119.82525257064398,Unhealthy for Sensitive Groups
Kolkata,2023-02-17,39.131504577324705,61.76534038716703,25.77477993663699,17.499025683732572,0.964342139424441,23.036326575030024,187.7368433856468,33.30272874417306,89.9597941971215,128.40543290583418,Unhealthy for Sensitive Groups
Mumbai,2023-02-18,35.74308434645671,118.90983639683327,46.94809438148685,24.541881323331317,1.5592087117358204,47.80916447612593,784.0031400334183,35.145506777658014,60.12713110252181,116.12185900485362,Unhealthy for Sensitive Groups
Chennai,2023-02-19,52.12860455383794,79.31395813103353,19.492932903096314,4.937054752728898,1.1211265083842574,24.093653376797057,722.7811577976804,33.13515298286911,77.89446180282269,144.11408388101555,Unhealthy for Sensitive Groups
Chennai,2023-02-20,44.900455651582895,50.02093303115268,52.72261319000002,20.85104202059994,0.8791665899348088,77.34808082978145,623.9481962884715,19.762430082935516,50.269707541836425,123.29617829568424,Unhealthy for Sensitive Groups
Chennai,2023-02-21,80.07985977165377,64.85675236315348,21.512150278472365,19.72337649001171,2.0326759588117653,77.91473349399129,935.5135485763146,24.127863011023322,54.699014066489724,167.34832314555132,Unhealthy
Chennai,2023-02-22,3.0193961678602363,105.2186007951366,48.28449906519285,13.862827704475631,0.771915079669125,16.743431737891378,1115.7249904545085,27.96741730302852,70.77449624071451,20.37537092140363,Good
Kolkata,2023-02-23,71.83013703844924,96.40200704604138,49.38446400469002,17.70949854337352,1.2177830370164968,93.34714363751432,1210.7979995497917,27.669922778799517,76.97850009665885,180.37551578297283,Unhealthy
Bangalore,2023-02-24,74.92170384995258,72.83203702490917,29.548422723556378,23.23565985278686,1.5261530758051152,122.43537816049636,1072.2630271601222,33.99796380350678,81.81404768609369,178.74214200250185,Unhealthy
Delhi,2023-02-25,8.53219535183701,68.99526764555938,48.7303985062709,21.978523040227604,0.38433244479146333,61.15015966840853,800.291960531936,11.880790139947134,88.54442880409239,26.94212306838753,Good
Chennai,2023-02-26,43.146248118393025,68.24725552868534,43.90663395000334,5.855845503410171,1.4401302507029623,43.97214349438388,1110.7049313475502,30.67461643642803,63.98830162167227,109.59122168742307,Unhealthy for Sensitive Groups
Mumbai,2023-02-27,42.57118268008417,52.32769446504493,31.917372157108925,21.561265494043877,0.6724461622597753,130.60826477507615,1037.2857084552552,25.68014916450688,82.90417632758883,100.9822820178264,Unhealthy for Sensitive Groups
Chennai,2023-02-28,21.849766105643575,128.46127068408325,24.871679738856876,14.482491159739853,1.6113913904170012,27.02578754243723,1280.816850380805,21.291995068928383,59.86542734826276,81.2559130250656,Moderate
Mumbai,2023-03-01,34.443666248182495,70.3303859236598,10.560614624911313,15.582992784124123,0.7186744940405119,60.50266167172746,1233.0810108794549,22.060105777843205,78.53136967382402,89.84641861876507,Moderate
Mumbai,2023-03-02,27.788483090683425,116.51475562476489,45.244750709495406,15.585575928013556,1.5463845159244303,64.49055681579809,1009.1429241761887,26.28369868385629,68.11233196778272,64.73646377610103,Moderate
Chennai,2023-03-03,85.04540886847246,125.63948155767355,16.52795842956917,13.79805608961392,1.7529165331473564,93.62869051131037,730.8240981516229,-0.8086808356761424,71.68516860622886,206.78882567123398,Very Unhealthy
Kolkata,2023-03-04,68.71356786294922,109.94932694443881,41.430162991619625,24.53365997685652,1.6307182628164023,68.99347437816971,804.1149532503757,22.3896834336676,71.35261811033057,180.6782211747276,Unhealthy
Mumbai,2023-03-05,75.43110189988317,67.05139061845856,36.048276758766264,14.330256321206305,1.3256583241190512,47.53415260528871,835.06319210859,20.99348140282965,40.92942485303281,174.8587419089834,Unhealthy
Mumbai,2023-03-06,64.4334412808647,92.11190271009828,50.18714163157293,6.0436309729346505,1.0843495285351503,36.2203907403011,905.4200998251233,32.262265674580995,48.1381721170884,167.04902606908445,Unhealthy
Chennai,2023-03-07,27.418964575655416,79.27413180827251,35.469317507652036,11.851761152242169,0.911790211832578,51.45445449384661,1080.415128276926,21.555786539915836,66.53812159726283,61.15481980575004,Moderate
Mumbai,2023-03-08,39.509594674404525,52.88894417809615,35.05828320479363,16.429557734483804,1.935517345408552,34.82681597637139,1214.5523170384176,26.27908959863608,39.690813805382476,139.815927738869,Unhealthy for Sensitive Groups
Mumbai,2023-03-09,59.78749122455836,89.73077845164809,50.97806056432444,24.833718274376402,0.8502523899161784,61.19563299461707,984.6643920953867,40.338213021290414,77.46816654799633,159.48787277124794,Unhealthy
Chennai,2023-03-10,25.55744382216109,44.628806265205924,45.02587043626176,19.82475747959067,0.6814669632150019,45.89509550348784,1004.8374363701417,35.95481215852339,78.07333949432213,67.201933242624,Moderate
Chennai,2023-03-11,64.25996860344776,115.63038165384691,44.74233935774167,8.195717770023649,1.532684467516415,22.649055167756238,1042.9918915000012,35.21817119954762,69.90755829316686,194.8385261977391,Unhealthy
Delhi,2023-03-12,45.1934920368373,66.06148108104821,47.03901384712789,34.88151933343113,0.8019315984067523,91.3786447093726,845.228406060298,24.001020556713186,48.18298980863116,96.7552482999241,Moderate
Kolkata,2023-03-13,42.50358384900805,86.03478967618518,16.966418151893414,17.118202487823837,0.7249682512669364,47.55818691427402,722.3823227071132,32.344258234317216,85.70208408302773,102.1460328399775,Unhealthy for Sensitive Groups
Kolkata,2023-03-14,64.21919936406982,88.49863614638426,51.35183019980473,25.203125903992117,0.4781978689151175,28.296579875617187,473.368630806787,26.12881759637125,95.55815959577536,174.63731512983836,Unhealthy
Mumbai,2023-03-15,58.8852662297208,72.23285078887768,49.187031910204034,13.786284531382167,0.9585450802697411,55.79352163781146,791.4551925769383,26.431254314584496,67.20615241168962,180.86568858009704,Unhealthy
Kolkata,2023-03-16,42.7806766836184,97.60081404425824,24.749753071352544,19.266873957643597,1.1586424880517534,61.70928914919147,1141.943635980336,31.277482749972396,72.65803067676855,132.27101971953385,Unhealthy for Sensitive Groups
Mumbai,2023-03-17,73.18659606728497,65.75289030132427,36.33879289488698,21.71574803614724,1.3215458638303494,16.338331860524157,789.1265685881298,23.22405129263254,68.02607982194066,168.96403013207495,Unhealthy
Delhi,2023-03-18,28.378733448002052,106.13891892371733,39.41039068558553,24.745557694034048,1.6756531221497417,68.29119167814407,928.657888772218,39.944024835545626,72.95553783498198,100.3036966864169,Unhealthy for Sensitive Groups
Chennai,2023-03-19,62.318712138885274,39.620609592597546,37.98254823397401,23.458946443025802,1.4634489618328967,33.82106078274339,1139.929386223695,26.7189588832165,63.20661865060406,170.44214882468333,Unhealthy
Chennai,2023-03-20,61.862025159367676,83.79138738639236,45.00789949852802,21.977576000583824,1.10456389022341,102.77572022976969,1156.2068489268006,32.94688453007732,64.48153640234295,170.38427695794556,Unhealthy
Chennai,2023-03-21,43.809071213720195,138.16786997174853,61.47050172746775,12.479306150447131,1.10090216181014,73.09901280191838,676.1401443501883,39.644803834058386,78.58576400746048,113.04519996779183,Unhealthy for Sensitive Groups
Kolkata,2023-03-22,56.52266044484236,49.99006026183276,56.22650091509243,10.426031664351509,1.4550787344575917,50.002500247267086,1299.1178069360924,36.2532301966014,100.1843624284466,177.47813633042142,Unhealthy
Delhi,2023-03-23,24.97772847229394,59.667650884254456,20.316712098528907,17.66086008259358,1.8362850814642848,41.37080574206624,1338.2050268066455,16.728647178475804,43.99893148397392,81.14961232046775,Moderate
Kolkata,2023-03-24,68.48054038413802,95.41723548976745,49.33104985459073,22.465024578728553,1.2631570997416,57.3758073109094,661.045042834432,31.559167160079074,63.4428127339555,199.0715610906692,Unhealthy
Kolkata,2023-03-25,46.30195727114022,85.38745345818793,59.93399979303115,13.218234393787144,0.9654345728947955,75.31976853958224,752.8489391076538,34.805755155685176,47.29309272151877,102.66073603339673,Unhealthy for Sensitive Groups
Delhi,2023-03-26,39.54553958961921,90.51890297820678,45.80212781033804,23.521375725715092,0.7035669994572272,59.36264678537001,1357.3272049438574,35.13490417728599,88.88037347864125,121.31006992466449,Unhealthy for Sensitive Groups
Delhi,2023-03-27,70.98018451673778,94.67561390442991,56.3647063777895,26.620933963889435,0.4773973677938872,54.571029821578584,955.9439436234097,19.09364132708295,56.18393046020152,183.93407221618287,Unhealthy
Delhi,2023-03-28,35.91312618914482,99.0416440568531,70.18405668551148,7.669432647412642,1.5331348360217616,61.45925727044739,334.0666157644447,22.743718103861408,43.351988093213095,133.80586301891805,Unhealthy for Sensitive Groups
Delhi,2023-03-29,21.830774072728808,113.29099525868669,55.35564319160472,8.30463436962976,1.4889892618197784,44.90352671907613,580.0955485801942,35.95646588593297,74.5728049827286,75.0654865780454,Moderate
Chennai,2023-03-30,18.867416529521925,92.29455970785537,43.739628934625934,13.876999528757308,1.4886817625533308,51.41985182892406,925.1891124482556,21.905917034538835,91.16466672114666,80.42423969532102,Moderate
Bangalore,2023-03-31,62.12019902691279,72.76227036144373,55.676327111271306,17.46090134551357,1.135670276823972,7.855189027374898,651.0872049146194,25.602431546685487,74.95396802841144,158.820722141484,Unhealthy
Bangalore,2023-04-01,24.39141295007434,100.17721103608194,42.173317496453365,10.803463889863593,1.9034673729458753,84.3431557713092,875.9728688090676,40.607006476015755,68.07196815922876,90.57905432318357,Moderate
Delhi,2023-04-02,85.09588363968729,136.99645804685647,40.35854564927433,25.817621430937155,0.9579407527075912,67.46994450804405,1009.7188641050736,27.617605996921682,71.1371138416399,194.8525620595886,Unhealthy
Bangalore,2023-04-03,8.361411842325559,76.02098760852279,34.72878646429401,18.39253489214761,1.6776346186036026,40.663603899164244,1438.6763812104186,22.185806897329257,86.22260994238331,18.275361064674136,Good
Bangalore,2023-04-04,83.92912736580077,50.764120859880755,63.45120038248162,15.315576385925915,1.1806285525052285,107.46837453388096,912.8638251316632,20.979061145096757,51.88701094978775,153.49793903766488,Unhealthy
Delhi,2023-04-05,54.220349344052366,113.21242007860918,27.723570010869977,3.5127238090517796,0.8958246176603312,62.17541200980966,1321.7625398718276,30.661754636681504,63.32229343870531,109.29617374839641,Unhealthy for Sensitive Groups
Bangalore,2023-04-06,48.06573776259215,76.38856508139206,62.98551587017174,4.473473468579943,1.4962651536588807,34.09641070062008,1428.628048611031,17.33481593218233,58.209647772357,135.16954956344793,Unhealthy for Sensitive Groups
Kolkata,2023-04-07,39.10161826382101,14.819913619578912,47.49796185610557,17.24807400225445,1.4048180593419968,81.41843553676146,1430.2929008056228,26.021312288828653,47.48202039062434,105.729083503738,Unhealthy for Sensitive Groups
Mumbai,2023-04-08,57.98272228704142,105.42265031451265,19.01040737797088,2.0607650092386898,1.378486379633463,69.95120541273157,1085.4263780156705,30.665844279920172,60.07437110874796,168.37951331583838,Unhealthy
Mumbai,2023-04-09,49.24730595150303,63.94015442138232,45.51473939487133,23.101099277152574,1.2406392110280993,69.86449963710548,411.0132556483077,38.393198564381336,81.61581643973673,131.8205659462516,Unhealthy for Sensitive Groups
Delhi,2023-04-10,72.06603764033042,77.28400153087517,8.49960238522564,13.734769245021438,1.1810534591415844,49.35610988371024,1138.2474596211596,33.34038464295997,73.49903222589089,173.6766813090713,Unhealthy
Chennai,2023-04-11,52.28455297324079,89.95940991707043,49.382620252465536,40.944743756757866,2.394185996435219,71.26239309445087,1314.5199663440624,22.28747905614257,74.66465750162301,128.8833127356906,Unhealthy for Sensitive Groups
Delhi,2023-04-12,53.006035229237554,85.71499039337199,53.278472244834866,33.463330004928885,1.7921283225980864,53.45604274447264,975.6798683693748,37.42735454050976,67.19713417479977,109.01295932976862,Unhealthy for Sensitive Groups
Chennai,2023-04-13,42.72775575572288,101.28355451417119,31.114660665219198,13.548407446019866,1.5614134474927561,73.89853629114606,1523.3751610225745,25.60387969962018,72.84985674092883,133.92281560095867,Unhealthy for Sensitive Groups
Mumbai,2023-04-14,48.861087525578654,66.9354088829047,41.85321543933374,14.14930397974948,1.255899579101694,12.376388649734032,1257.9500684402374,18.11437582360473,52.99114486477842,115.80182161286005,Unhealthy for Sensitive Groups
Delhi,2023-04-15,56.156035377841185,95.39317394528248,69.31236150625429,22.96465211201624,1.7035786002983344,49.153163425520276,1170.4820131458353,26.62366912587622,60.35735171109156,168.50760651204118,Unhealthy
Kolkata,2023-04-16,15.796632146867488,72.21359967248249,32.41379943607095,28.625380879344302,1.4589973881957259,103.05387744520488,1325.9142133617513,39.50535360916562,67.88006355453015,77.37731727905987,Moderate
Bangalore,2023-04-17,23.03629155788574,102.16431442662508,24.11638619415099,1.8957675405118657,1.2131023763870177,40.823313614992486,1100.0109553782634,29.321920400519403,69.16273788322836,76.03078221530848,Moderate
Chennai,2023-04-18,64.8652818804543,98.4610245203916,62.22495103693898,0.7089962771625071,1.0482178373670425,44.904042562670334,252.1568501813939,28.10017491463829,69.8028178238281,175.47960038031187,Unhealthy
Bangalore,2023-04-19,53.41730876255884,51.93683893866214,69.43880785796192,10.023721555564949,1.1595413311686558,48.80096653875062,850.2583145588903,41.09769315762283,62.92497076975433,113.74059767034866,Unhealthy for Sensitive Groups
Bangalore,2023-04-20,46.320333272946414,112.57946348525097,40.05543507771771,19.661900665390917,0.38521286793902787,29.629846602783918,1359.150408174356,16.54916122356458,59.338648983045054,120.50675883201211,Unhealthy for Sensitive Groups
Delhi,2023-04-21,50.36867866130786,63.92109664657856,55.171945531125345,18.974988724060776,1.305300419648821,4.792980594293695,757.7225979705112,17.715207087577824,112.36656924566446,125.03275386255554,Unhealthy for Sensitive Groups
Bangalore,2023-04-22,56.95163410723342,104.24173394843436,60.122138732963215,23.5581716398708,0.9557619599448202,54.235340036909676,932.9582484289183,15.073228232265343,78.60180909398598,147.49829533665832,Unhealthy for Sensitive Groups
Kolkata,2023-04-23,39.204806393812774,91.01861940204022,28.86273651192424,5.4024197730775345,1.996334999141442,63.39648560204142,686.5491058290786,30.981185491840442,71.19721213928933,118.06200550529931,Unhealthy for Sensitive Groups
Bangalore,2023-04-24,34.433905491953745,135.14551030385368,32.72041246948198,3.529150903751013,1.2096720354058772,58.6873732865337,1535.1767785605307,29.331945016920997,61.50187252690409,78.87679879032846,Moderate
Delhi,2023-04-25,53.91690510195363,73.29602052884444,58.463117697321024,21.864113562417163,0.605518290232519,56.37803595130283,1504.4477372254046,40.34189093823821,58.23171759584185,105.83845094231987,Unhealthy for Sensitive Groups
Kolkata,2023-04-26,30.43254444769936,69.52049611645407,65.27521418062764,8.374429816278123,1.175059922935941,61.07602177125969,734.8393314577812,29.947800617094163,63.037991094095666,86.5658165159424,Moderate
Mumbai,2023-04-27,58.16505511428944,79.41741182336803,48.44321290261532,1.1479029151091034,0.6769394574687478,85.5710367887691,1044.1894001167252,24.766742724165578,69.39243265380026,200.39226525199686,Very Unhealthy
Bangalore,2023-04-28,15.94832791524319,70.90460651497173,26.802784697469185,16.160509967675054,1.4367037078562332,55.238845351769584,795.8517856707857,28.014358983024856,36.79346683905378,62.548494240399144,Moderate
Delhi,2023-04-29,70.58311274651288,103.9982570582615,69.80591667549162,21.34540550574942,1.3454736821697426,45.647935572818255,1184.4833917094134,28.941659347687665,41.459156069379745,202.15239266100278,Very Unhealthy
Mumbai,2023-04-30,59.451949648260864,31.510681746902364,32.03543653282053,14.023542943029781,1.6789198155541338,52.97186287779784,1152.9049231726988,14.625909813374664,55.44676416591564,172.1283682257573,Unhealthy
Mumbai,2023-05-01,55.120594686277514,48.38952742560937,34.97293328242822,11.337212910540085,0.8045591041527173,74.4836689939194,1243.5116714839796,49.682653154679144,68.10709155167852,131.27771838735583,Unhealthy for Sensitive Groups
Chennai,2023-05-02,69.65381967891028,47.96591235262421,45.135067517344325,13.725102142832748,1.2170040481140734,95.30067196358124,1099.5755343123662,32.15896814481529,61.410902792722226,165.06697895743505,Unhealthy
Kolkata,2023-05-03,83.30948888925153,108.50922775920728,63.31240631072161,12.035337900793737,0.5174891022866823,44.296406520770546,1880.6218619165404,29.68006646418071,87.17181839149227,193.46089654453525,Unhealthy
Bangalore,2023-05-04,70.2874013003626,131.31840117745776,52.80963964828335,4.215623104478663,1.5507473909623573,62.473344675722096,691.6228704967783,32.92131187422864,42.76404819506347,183.12188037697334,Unhealthy
Delhi,2023-05-05,13.182515373367096,76.86652344387585,46.222982505428654,9.282554584076546,1.4594355902200609,68.458936048399,486.81899366904577,33.67528784469284,53.72981795594944,66.85846743402396,Moderate
Chennai,2023-05-06,24.40846066528597,74.93534830429968,46.94932795177159,19.170239240110515,1.4479025105137855,35.185549831779426,882.0729397895616,26.875572115980546,87.80137611486651,63.347980000347114,Moderate
Kolkata,2023-05-07,37.503628446086424,82.10156489339545,40.65272002965199,17.573428331012,1.2008095156784706,60.51042918032295,529.6035203319198,22.950070910074395,66.9667898701272,103.09546347186166,Unhealthy for Sensitive Groups
Chennai,2023-05-08,50.521821004216676,114.85634907824571,48.37209271777759,16.344478447734563,1.4073864453943954,23.35815356644762,552.2613189982021,32.795605490573635,78.27263874201738,127.81912664649134,Unhealthy for Sensitive Groups
Kolkata,2023-05-09,60.35318040938246,52.17940597428277,2.056598834585458,7.038812145172964,2.002169554154298,15.773742406515034,699.6056037406099,31.08568672425162,95.76870414904195,186.44942823559472,Unhealthy
Kolkata,2023-05-10,35.48512373693069,87.15106948204355,35.55088811395302,13.547974702914663,1.057452871478993,69.16866019730642,723.3433283705117,21.520879207284736,54.59293373147266,134.7644851816916,Unhealthy for Sensitive Groups
Bangalore,2023-05-11,53.73533528954157,109.25592889347288,43.61982902375171,2.4165203715428376,1.2693225918550421,50.40313146673043,713.614569414982,39.35228489093811,63.51028493311952,123.23028358088933,Unhealthy for Sensitive Groups
Kolkata,2023-05-12,34.89234135293355,95.03282509819536,22.734788745707394,16.427813311083117,0.6569368504092951,65.05701019053048,1155.4656851336235,30.346816290583867,60.91359648603692,63.43003544335636,Moderate
Chennai,2023-05-13,37.76964394016103,85.68744849796231,45.7948497671734,26.43086166250854,0.7658695192008338,59.55262557479125,848.1432816743992,33.83855489814105,35.68110493275087,114.76887802964325,Unhealthy for Sensitive Groups
